flight_date,departure_scheduled,departure_estimated,airline_name,flight_number,flight_iata,flight_icao,flight_status,departure_airport,departure_iata,departure_icao,departure_terminal,arrival_airport,arrival_iata,arrival_icao,arrival_scheduled,arrival_estimated
8/29/2021,2021-08-29T11:55:00+00:00,2021-08-29T11:55:00+00:00,Fuzhou Airlines,7191,FU7191,FZA7191,active,Beijing Capital International,PEK,ZBAA,2,Xiamen,XMN,ZSAM,2021-08-29T15:10:00+00:00,2021-08-29T15:10:00+00:00
8/29/2021,2021-08-29T02:00:00+00:00,2021-08-29T02:00:00+00:00,Etihad Airways,242,EY242,ETD242,landed,Alama Iqbal International,LHE,OPLA,M,Abu Dhabi International,AUH,OMAA,2021-08-29T04:15:00+00:00,2021-08-29T04:15:00+00:00
8/29/2021,2021-08-29T02:00:00+00:00,2021-08-29T02:00:00+00:00,Pakistan International Airlines,4242,PK4242,PIA4242,landed,Alama Iqbal International,LHE,OPLA,M,Abu Dhabi International,AUH,OMAA,2021-08-29T04:15:00+00:00,2021-08-29T04:15:00+00:00
8/29/2021,2021-08-29T05:15:00+00:00,2021-08-29T05:15:00+00:00,Singapore Airlines,1924,SQ1924,SIA1924,landed,Ufa International Airport,UFA,UWUU,1,Domodedovo,DME,UUDD,2021-08-29T05:30:00+00:00,2021-08-29T05:30:00+00:00
8/29/2021,2021-08-29T11:40:00+00:00,2021-08-29T11:40:00+00:00,Jiangxi Airlines,8942,RY8942,CJX8942,scheduled,Lianshui,HIA,ZSSH,NA,Nanchang,KHN,ZSCN,2021-08-29T13:20:00+00:00,2021-08-29T13:20:00+00:00
8/29/2021,2021-08-29T12:05:00+00:00,2021-08-29T12:05:00+00:00,LongJiang Airlines,4311,LT4311,SNG4311,scheduled,Lianshui,HIA,ZSSH,NA,Zhuhai Airport,ZUH,ZGSD,2021-08-29T14:50:00+00:00,2021-08-29T14:50:00+00:00
8/29/2021,2021-08-29T05:50:00+00:00,2021-08-29T05:50:00+00:00,Ryanair,2301,FR2301,RYR2301,scheduled,Liszt Ferenc International,BUD,LHBP,2B,Valencia,VLC,LEVC,2021-08-29T08:45:00+00:00,2021-08-29T08:45:00+00:00
8/29/2021,2021-08-29T06:00:00+00:00,2021-08-29T06:00:00+00:00,Delta Air Lines,8454,DL8454,DAL8454,active,Liszt Ferenc International,BUD,LHBP,2A,Charles De Gaulle,CDG,LFPG,2021-08-29T08:25:00+00:00,2021-08-29T08:25:00+00:00
8/29/2021,2021-08-29T06:00:00+00:00,2021-08-29T06:00:00+00:00,Kenya Airways,3801,KQ3801,KQA3801,active,Liszt Ferenc International,BUD,LHBP,2A,Charles De Gaulle,CDG,LFPG,2021-08-29T08:25:00+00:00,2021-08-29T08:25:00+00:00
8/29/2021,2021-08-29T02:30:00+00:00,2021-08-29T02:30:00+00:00,Avianca Cargo,708,QT708,TPA708,scheduled,El Nuevo Dorado International,BOG,SKBO,NA,Miami International Airport,MIA,KMIA,2021-08-29T06:15:00+00:00,2021-08-29T06:15:00+00:00
8/29/2021,2021-08-29T10:15:00+00:00,2021-08-29T10:15:00+00:00,Chengdu Airlines,2779,EU2779,UEA2779,active,Yancheng,YNZ,ZSYN,T2,Wenzhou,WNZ,ZSWZ,2021-08-29T11:55:00+00:00,2021-08-29T11:55:00+00:00
8/29/2021,2021-08-29T10:15:00+00:00,2021-08-29T10:15:00+00:00,China Southern Airlines,6983,CZ6983,CSN6983,active,Yancheng,YNZ,ZSYN,NA,Zhuhai Airport,ZUH,ZGSD,2021-08-29T13:00:00+00:00,2021-08-29T13:00:00+00:00
8/29/2021,2021-08-29T10:10:00+00:00,2021-08-29T10:10:00+00:00,Donghai Airlines,6267,DZ6267,EPA6267,scheduled,Yancheng,YNZ,ZSYN,T2,Shenyang,SHE,ZYTX,2021-08-29T12:10:00+00:00,2021-08-29T12:10:00+00:00
8/29/2021,2021-08-29T08:25:00+00:00,2021-08-29T08:25:00+00:00,IndiGo,494,6E494,IGO494,active,Chandigarh,IXC,VICG,NA,Goa International,GOI,VOGO,2021-08-29T11:30:00+00:00,2021-08-29T11:30:00+00:00
8/29/2021,2021-08-29T07:55:00+00:00,2021-08-29T07:55:00+00:00,IndiGo,338,6E338,IGO338,active,Chandigarh,IXC,VICG,NA,Lohegaon,PNQ,VAPO,2021-08-29T10:25:00+00:00,2021-08-29T10:25:00+00:00
8/29/2021,2021-08-29T09:05:00+00:00,2021-08-29T09:05:00+00:00,China Eastern Airlines,8808,MU8808,CES8808,scheduled,Jinjiang,JJN,ZSQZ,NA,NA,FUO,ZGFS,2021-08-29T10:30:00+00:00,2021-08-29T10:30:00+00:00
8/29/2021,2021-08-29T09:05:00+00:00,2021-08-29T09:05:00+00:00,China United Airlines,5798,KN5798,CUA5798,scheduled,Jinjiang,JJN,ZSQZ,NA,NA,FUO,ZGFS,2021-08-29T10:30:00+00:00,2021-08-29T10:30:00+00:00
8/29/2021,2021-08-29T06:05:00+00:00,2021-08-29T06:05:00+00:00,Maldivian,119,Q2119,DQA119,scheduled,Kooddoo Airport,GKK,VRMO,NA,Malé International Airport,MLE,VRMM,2021-08-29T07:10:00+00:00,2021-08-29T07:10:00+00:00
8/29/2021,2021-08-29T08:45:00+00:00,2021-08-29T08:45:00+00:00,Air New Zealand,5060,NZ5060,ANZ5060,scheduled,Nelson,NSN,NZNS,NA,Auckland International,AKL,NZAA,2021-08-29T10:10:00+00:00,2021-08-29T10:10:00+00:00
8/29/2021,2021-08-29T08:45:00+00:00,2021-08-29T08:45:00+00:00,Qantas,8476,QF8476,QFA8476,scheduled,Nelson,NSN,NZNS,NA,Auckland International,AKL,NZAA,2021-08-29T10:10:00+00:00,2021-08-29T10:10:00+00:00
8/29/2021,2021-08-29T08:10:00+00:00,2021-08-29T08:10:00+00:00,Air New Zealand,8843,NZ8843,ANZ8843,scheduled,Nelson,NSN,NZNS,NA,Christchurch International,CHC,NZCH,2021-08-29T09:05:00+00:00,2021-08-29T09:05:00+00:00
8/29/2021,2021-08-29T01:25:00+00:00,2021-08-29T01:25:00+00:00,Ural Airlines,624,U6624,SVR624,active,Koltsovo International,SVX,USSS,NA,Chita,HTA,UIAA,2021-08-29T10:05:00+00:00,2021-08-29T10:05:00+00:00
8/29/2021,2021-08-29T03:10:00+00:00,2021-08-29T03:10:00+00:00,Nordwind Airlines,1835,N41835,NWS1835,scheduled,Sheremetyevo International,SVO,UUEE,D,Dalaman,DLM,LTBS,2021-08-29T07:05:00+00:00,2021-08-29T07:05:00+00:00
8/29/2021,2021-08-29T03:30:00+00:00,2021-08-29T03:30:00+00:00,Royal Flight Airlines,7587,RL7587,ABG7587,active,Sheremetyevo International,SVO,UUEE,D,Dalaman,DLM,LTBS,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00
8/29/2021,2021-08-29T03:30:00+00:00,2021-08-29T03:30:00+00:00,Royal Flight Airlines,7715,RL7715,ABG7715,active,Sheremetyevo International,SVO,UUEE,D,Milas,BJV,LTFE,2021-08-29T07:05:00+00:00,2021-08-29T07:05:00+00:00
8/29/2021,2021-08-29T08:30:00+00:00,2021-08-29T08:30:00+00:00,Air China LTD,3663,CA3663,CCA3663,scheduled,NA,NTG,ZSNT,NA,Yun Cheng,YCU,ZBYC,2021-08-29T10:50:00+00:00,2021-08-29T10:50:00+00:00
8/29/2021,2021-08-29T08:30:00+00:00,2021-08-29T08:30:00+00:00,Kunming Airlines,9069,KY9069,KNA9069,scheduled,NA,NTG,ZSNT,NA,Yun Cheng,YCU,ZBYC,2021-08-29T10:50:00+00:00,2021-08-29T10:50:00+00:00
8/29/2021,2021-08-29T08:30:00+00:00,2021-08-29T08:30:00+00:00,Shenzhen Airlines,8699,ZH8699,CSZ8699,scheduled,NA,NTG,ZSNT,NA,Yun Cheng,YCU,ZBYC,2021-08-29T10:50:00+00:00,2021-08-29T10:50:00+00:00
8/29/2021,2021-08-29T08:30:00+00:00,2021-08-29T08:30:00+00:00,Juneyao Airlines,5290,HO5290,DKH5290,cancelled,NA,NTG,ZSNT,NA,Shenzhen,SZX,ZGSZ,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T08:30:00+00:00,2021-08-29T08:30:00+00:00,Kunming Airlines,9924,KY9924,KNA9924,cancelled,NA,NTG,ZSNT,NA,Shenzhen,SZX,ZGSZ,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T08:30:00+00:00,2021-08-29T08:30:00+00:00,Shandong Airlines,9924,SC9924,CDG9924,cancelled,NA,NTG,ZSNT,NA,Shenzhen,SZX,ZGSZ,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T08:30:00+00:00,2021-08-29T08:30:00+00:00,Shenzhen Airlines,9924,ZH9924,CSZ9924,cancelled,NA,NTG,ZSNT,NA,Shenzhen,SZX,ZGSZ,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T08:50:00+00:00,2021-08-29T08:50:00+00:00,China Express Air,6483,G56483,HXA6483,scheduled,NA,NTG,ZSNT,NA,Taiyuan,TYN,ZBYN,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T08:50:00+00:00,2021-08-29T08:50:00+00:00,Kunming Airlines,9011,KY9011,KNA9011,cancelled,NA,NTG,ZSNT,NA,Taiyuan,TYN,ZBYN,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T08:50:00+00:00,2021-08-29T08:50:00+00:00,Shenzhen Airlines,9641,ZH9641,CSZ9641,cancelled,NA,NTG,ZSNT,NA,Taiyuan,TYN,ZBYN,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T09:00:00+00:00,2021-08-29T09:00:00+00:00,China Southern Airlines,9945,CZ9945,CSN9945,cancelled,NA,NTG,ZSNT,T3,Yichang,YIH,ZHYC,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T09:00:00+00:00,2021-08-29T09:00:00+00:00,Donghai Airlines,6289,DZ6289,EPA6289,cancelled,NA,NTG,ZSNT,T3,Yichang,YIH,ZHYC,2021-08-29T11:05:00+00:00,2021-08-29T11:05:00+00:00
8/29/2021,2021-08-29T09:00:00+00:00,2021-08-29T09:00:00+00:00,Air China LTD,3578,CA3578,CCA3578,active,NA,NTG,ZSNT,NA,Guangzhou Baiyun International,CAN,ZGGG,2021-08-29T11:30:00+00:00,2021-08-29T11:30:00+00:00
8/29/2021,2021-08-29T09:00:00+00:00,2021-08-29T09:00:00+00:00,Shandong Airlines,9174,SC9174,CDG9174,active,NA,NTG,ZSNT,NA,Guangzhou Baiyun International,CAN,ZGGG,2021-08-29T11:30:00+00:00,2021-08-29T11:30:00+00:00
8/29/2021,2021-08-29T09:30:00+00:00,2021-08-29T09:30:00+00:00,China Eastern Airlines,8057,MU8057,CES8057,active,Jinjiang,JJN,ZSQZ,NA,Beijing Daxing International Airport,PKX,ZBAD,2021-08-29T12:05:00+00:00,2021-08-29T12:05:00+00:00
8/29/2021,2021-08-29T02:00:00+00:00,2021-08-29T02:00:00+00:00,KLM,3932,KL3932,KLM3932,landed,Alama Iqbal International,LHE,OPLA,M,Abu Dhabi International,AUH,OMAA,2021-08-29T04:15:00+00:00,2021-08-29T04:15:00+00:00
8/29/2021,2021-08-29T02:00:00+00:00,2021-08-29T02:00:00+00:00,Air Serbia,7502,JU7502,ASL7502,landed,Alama Iqbal International,LHE,OPLA,M,Abu Dhabi International,AUH,OMAA,2021-08-29T04:15:00+00:00,2021-08-29T04:15:00+00:00
8/29/2021,2021-08-29T02:00:00+00:00,2021-08-29T02:00:00+00:00,Alitalia,5713,AZ5713,AZA5713,landed,Alama Iqbal International,LHE,OPLA,M,Abu Dhabi International,AUH,OMAA,2021-08-29T04:15:00+00:00,2021-08-29T04:15:00+00:00
8/29/2021,2021-08-29T00:35:00+00:00,2021-08-29T00:35:00+00:00,Air New Zealand,7839,NZ7839,ANZ7839,unknown,Darwin,DRW,YPDN,NA,Tullamarine,MEL,YMML,2021-08-29T05:15:00+00:00,2021-08-29T05:15:00+00:00
8/29/2021,2021-08-29T10:40:00+00:00,2021-08-29T10:40:00+00:00,Malaysia Airlines,5855,MH5855,MAS5855,scheduled,Kuala Lumpur International Airport (klia),KUL,WMKK,1,Singapore Changi,SIN,WSSS,2021-08-29T11:50:00+00:00,2021-08-29T11:50:00+00:00
8/29/2021,2021-08-29T10:40:00+00:00,2021-08-29T10:40:00+00:00,Air New Zealand,3431,NZ3431,ANZ3431,scheduled,Kuala Lumpur International Airport (klia),KUL,WMKK,1,Singapore Changi,SIN,WSSS,2021-08-29T11:50:00+00:00,2021-08-29T11:50:00+00:00
8/29/2021,2021-08-29T10:40:00+00:00,2021-08-29T10:40:00+00:00,Vistara,8105,UK8105,VTI8105,scheduled,Kuala Lumpur International Airport (klia),KUL,WMKK,1,Singapore Changi,SIN,WSSS,2021-08-29T11:50:00+00:00,2021-08-29T11:50:00+00:00
8/29/2021,2021-08-29T11:00:00+00:00,2021-08-29T11:00:00+00:00,Qatar Airways,5006,QR5006,QTR5006,cancelled,Kuala Lumpur International Airport (klia),KUL,WMKK,1,Penang International,PEN,WMKP,2021-08-29T12:00:00+00:00,2021-08-29T12:00:00+00:00
8/29/2021,2021-08-29T04:25:00+00:00,2021-08-29T04:25:00+00:00,Ethiopian Airlines,601,ET601,ETH601,active,Dubai,DXB,OMDB,1,Bole International,ADD,HAAB,2021-08-29T07:40:00+00:00,2021-08-29T07:40:00+00:00
8/29/2021,2021-08-29T09:10:00+00:00,2021-08-29T09:10:00+00:00,Iberia,5306,IB5306,IBE5306,scheduled,El Prat De Llobregat,BCN,LEBL,1,Ibiza,IBZ,LEIB,2021-08-29T10:10:00+00:00,2021-08-29T10:10:00+00:00
8/29/2021,2021-08-29T15:15:00+00:00,2021-08-29T15:15:00+00:00,Sichuan Airlines,2396,3U2396,CSC2396,scheduled,Yinchuan,INC,ZLIC,NA,NA,JNG,ZSJG,2021-08-29T17:20:00+00:00,2021-08-29T17:20:00+00:00
8/29/2021,2021-08-29T15:15:00+00:00,2021-08-29T15:15:00+00:00,China Eastern Airlines,3338,MU3338,CES3338,scheduled,Yinchuan,INC,ZLIC,NA,NA,JNG,ZSJG,2021-08-29T17:20:00+00:00,2021-08-29T17:20:00+00:00
8/29/2021,2021-08-29T15:20:00+00:00,2021-08-29T15:20:00+00:00,Sichuan Airlines,5302,3U5302,CSC5302,cancelled,Gonggar/Lhasa,LXA,ZULS,T3,Kunming,KMG,ZPPP,2021-08-29T17:55:00+00:00,2021-08-29T17:55:00+00:00
8/29/2021,2021-08-29T10:15:00+00:00,2021-08-29T10:15:00+00:00,Asiana Airlines,8931,OZ8931,AAR8931,landed,Gimpo Airport,GMP,RKSS,D,Jeju Airport,CJU,RKPC,2021-08-29T11:25:00+00:00,2021-08-29T11:25:00+00:00
8/29/2021,2021-08-29T10:30:00+00:00,2021-08-29T10:30:00+00:00,Tunisair,997,TU997,TAR997,scheduled,Cote D'azur International Airport,NCE,LFMN,2,Carthage,TUN,DTTA,2021-08-29T11:00:00+00:00,2021-08-29T11:00:00+00:00
8/29/2021,2021-08-29T12:25:00+00:00,2021-08-29T12:25:00+00:00,Shandong Airlines,9064,SC9064,CDG9064,scheduled,Tianjin Binhai International,TSN,ZBTJ,2,NA,NTG,ZSNT,2021-08-29T14:15:00+00:00,2021-08-29T14:15:00+00:00
8/29/2021,2021-08-29T17:40:00+00:00,2021-08-29T17:40:00+00:00,Shanghai Airlines,9533,FM9533,CSH9533,cancelled,Weihai,WEH,ZSWH,NA,Shenyang,SHE,ZYTX,2021-08-29T18:50:00+00:00,2021-08-29T18:50:00+00:00
8/29/2021,2021-08-29T06:15:00+00:00,2021-08-29T06:15:00+00:00,Volotea,4112,V74112,VOE4112,scheduled,"Athens International Airport \Eleftherios Venizelos\""""",ATH,LGAV,M,Mikonos,JMK,LGMK,2021-08-29T07:05:00+00:00,2021-08-29T07:05:00+00:00
8/29/2021,2021-08-29T15:30:00+00:00,2021-08-29T15:30:00+00:00,China Eastern Airlines,3382,MU3382,CES3382,scheduled,"Gannan Xiahe Airport
",GXH,ZLXH,NA,Xianyang,XIY,ZLXY,2021-08-29T17:00:00+00:00,2021-08-29T17:00:00+00:00
8/29/2021,2021-08-29T09:50:00+00:00,2021-08-29T09:50:00+00:00,TAAG,577,DT577,DTA577,scheduled,4 de Fevereiro,LAD,FNLU,NA,Oliver Reginald Tambo International (Jan Smuts International),JNB,FAOR,2021-08-29T14:20:00+00:00,2021-08-29T14:20:00+00:00
8/29/2021,2021-08-29T13:05:00+00:00,2021-08-29T13:05:00+00:00,Qantas,8454,QF8454,QFA8454,cancelled,Queenstown,ZQN,NZQN,NA,Auckland International,AKL,NZAA,2021-08-29T14:50:00+00:00,2021-08-29T14:50:00+00:00
8/29/2021,2021-08-29T00:25:00+00:00,2021-08-29T00:25:00+00:00,Azul,2458,AD2458,AZU2458,scheduled,Eduardo Gomes,UDI,SBUL,NA,Augusto Severo,NAT,SBSG,2021-08-29T03:25:00+00:00,2021-08-29T03:25:00+00:00
8/29/2021,2021-08-29T10:40:00+00:00,2021-08-29T10:40:00+00:00,Ryanair,9636,FR9636,RYR9636,scheduled,Beauvais-Tille,BVA,LFOB,T2,Ciampino,CIA,LIRA,2021-08-29T12:35:00+00:00,2021-08-29T12:35:00+00:00
8/29/2021,2021-08-29T13:45:00+00:00,2021-08-29T13:45:00+00:00,Air New Zealand,7258,NZ7258,ANZ7258,active,Brisbane International,BNE,YBBN,D,Longreach,LRE,YLRE,2021-08-29T15:55:00+00:00,2021-08-29T15:55:00+00:00
8/29/2021,2021-08-29T07:40:00+00:00,2021-08-29T07:40:00+00:00,Aeroflot,3797,SU3797,AFL3797,scheduled,Keflavik International,KEF,BIKF,NA,Schiphol,AMS,EHAM,2021-08-29T12:55:00+00:00,2021-08-29T12:55:00+00:00
8/29/2021,2021-08-29T07:40:00+00:00,2021-08-29T07:40:00+00:00,Icelandair,450,FI450,ICE450,scheduled,Keflavik International,KEF,BIKF,NA,Heathrow,LHR,EGLL,2021-08-29T11:55:00+00:00,2021-08-29T11:55:00+00:00
8/29/2021,2021-08-29T08:50:00+00:00,2021-08-29T08:50:00+00:00,Ryanair,2914,FR2914,RYR2914,scheduled,Sur Reina Sofia,TFS,GCTS,NA,Barajas,MAD,LEMD,2021-08-29T12:35:00+00:00,2021-08-29T12:35:00+00:00
8/29/2021,2021-08-29T11:15:00+00:00,2021-08-29T11:15:00+00:00,Delta Air Lines,9365,DL9365,DAL9365,scheduled,Cristoforo Colombo,GOA,LIMJ,NA,Schiphol,AMS,EHAM,2021-08-29T13:10:00+00:00,2021-08-29T13:10:00+00:00
8/29/2021,2021-08-29T15:55:00+00:00,2021-08-29T15:55:00+00:00,Xiamen Airlines,5224,MF5224,CXA5224,scheduled,Gonggar/Lhasa,LXA,ZULS,T3,Shuangliu,CTU,ZUUU,2021-08-29T18:15:00+00:00,2021-08-29T18:15:00+00:00
8/29/2021,2021-08-29T15:30:00+00:00,2021-08-29T15:30:00+00:00,China Southern Airlines,9352,CZ9352,CSN9352,scheduled,"Gannan Xiahe Airport
",GXH,ZLXH,NA,Xianyang,XIY,ZLXY,2021-08-29T17:00:00+00:00,2021-08-29T17:00:00+00:00
8/29/2021,2021-08-29T12:25:00+00:00,2021-08-29T12:25:00+00:00,China Eastern Airlines,8601,MU8601,CES8601,cancelled,Tianjin Binhai International,TSN,ZBTJ,T2,Shanghai Pudong International,PVG,ZSPD,2021-08-29T14:35:00+00:00,2021-08-29T14:35:00+00:00
8/29/2021,2021-08-29T12:15:00+00:00,2021-08-29T12:15:00+00:00,China Express Air,6581,G56581,HXA6581,scheduled,Tianjin Binhai International,TSN,ZBTJ,T2,"Baicheng Chang'an Airport
",DBC,ZLGL,2021-08-29T14:20:00+00:00,2021-08-29T14:20:00+00:00
8/29/2021,2021-08-29T12:15:00+00:00,2021-08-29T12:15:00+00:00,China Express Air,6468,G56468,HXA6468,scheduled,Tianjin Binhai International,TSN,ZBTJ,2,"Baicheng Chang'an Airport
",DBC,ZLGL,2021-08-29T14:40:00+00:00,2021-08-29T14:40:00+00:00
8/29/2021,2021-08-29T12:15:00+00:00,2021-08-29T12:15:00+00:00,China Express Air,6124,G56124,HXA6124,scheduled,Tianjin Binhai International,TSN,ZBTJ,2,"Baicheng Chang'an Airport
",DBC,ZLGL,2021-08-29T14:40:00+00:00,2021-08-29T14:40:00+00:00
8/30/2021,2021-08-30T19:15:00+00:00,2021-08-30T19:15:00+00:00,Air New Zealand,5001,NZ5001,ANZ5001,cancelled,Auckland International,AKL,NZAA,D,Hawkes Bay,NPE,NZNR,2021-08-29T20:20:00+00:00,2021-08-29T20:20:00+00:00
8/30/2021,2021-08-30T19:15:00+00:00,2021-08-30T19:15:00+00:00,Qantas,8617,QF8617,QFA8617,cancelled,Auckland International,AKL,NZAA,D,Hawkes Bay,NPE,NZNR,2021-08-29T20:20:00+00:00,2021-08-29T20:20:00+00:00
8/30/2021,2021-08-30T16:55:00+00:00,2021-08-30T16:55:00+00:00,Air New Zealand,5617,NZ5617,ANZ5617,cancelled,Hamilton,HLZ,NZHN,NA,Christchurch International,CHC,NZCH,2021-08-29T18:45:00+00:00,2021-08-29T18:45:00+00:00
8/30/2021,2021-08-30T16:30:00+00:00,2021-08-30T16:30:00+00:00,Air New Zealand,5019,NZ5019,ANZ5019,cancelled,Auckland International,AKL,NZAA,D,Hawkes Bay,NPE,NZNR,2021-08-29T17:35:00+00:00,2021-08-29T17:35:00+00:00
8/30/2021,2021-08-30T16:30:00+00:00,2021-08-30T16:30:00+00:00,Qantas,8467,QF8467,QFA8467,cancelled,Auckland International,AKL,NZAA,D,Hawkes Bay,NPE,NZNR,2021-08-29T17:35:00+00:00,2021-08-29T17:35:00+00:00
8/30/2021,2021-08-30T20:10:00+00:00,2021-08-30T20:10:00+00:00,Air New Zealand,8087,NZ8087,ANZ8087,cancelled,Auckland International,AKL,NZAA,D,Nelson,NSN,NZNS,2021-08-29T21:35:00+00:00,2021-08-29T21:35:00+00:00
8/30/2021,2021-08-30T20:10:00+00:00,2021-08-30T20:10:00+00:00,Qantas,8608,QF8608,QFA8608,cancelled,Auckland International,AKL,NZAA,D,Nelson,NSN,NZNS,2021-08-29T21:35:00+00:00,2021-08-29T21:35:00+00:00
8/29/2021,2021-08-29T06:00:00+00:00,2021-08-29T06:00:00+00:00,Frontier Airlines,2006,F92006,FFT2006,scheduled,Mc Carran International,LAS,KLAS,3,Austin-bergstrom International,AUS,KAUS,2021-08-29T10:54:00+00:00,2021-08-29T10:54:00+00:00
8/29/2021,2021-08-29T06:00:00+00:00,2021-08-29T06:00:00+00:00,Volaris,2386,Y42386,VOI2386,scheduled,Mc Carran International,LAS,KLAS,3,Austin-bergstrom International,AUS,KAUS,2021-08-29T10:54:00+00:00,2021-08-29T10:54:00+00:00
8/29/2021,2021-08-29T06:00:00+00:00,2021-08-29T06:00:00+00:00,Volaris,2391,Y42391,VOI2391,scheduled,Mc Carran International,LAS,KLAS,3,Eppley Airfield,OMA,KOMA,2021-08-29T10:41:00+00:00,2021-08-29T10:41:00+00:00
8/29/2021,2021-08-29T05:55:00+00:00,2021-08-29T05:55:00+00:00,Oman Air,5049,WY5049,OMA5049,landed,Seeb,MCT,OOMS,NA,Doha International,DOH,OTHH,2021-08-29T06:35:00+00:00,2021-08-29T06:35:00+00:00
8/29/2021,2021-08-29T05:55:00+00:00,2021-08-29T05:55:00+00:00,LATAM Airlines,5284,LA5284,LAN5284,landed,Seeb,MCT,OOMS,NA,Doha International,DOH,OTHH,2021-08-29T06:35:00+00:00,2021-08-29T06:35:00+00:00
8/29/2021,2021-08-29T05:55:00+00:00,2021-08-29T05:55:00+00:00,Royal Jordanian,3809,RJ3809,RJA3809,landed,Seeb,MCT,OOMS,NA,Doha International,DOH,OTHH,2021-08-29T06:35:00+00:00,2021-08-29T06:35:00+00:00
8/29/2021,2021-08-29T05:55:00+00:00,2021-08-29T05:55:00+00:00,Finnair,6016,AY6016,FIN6016,landed,Seeb,MCT,OOMS,NA,Doha International,DOH,OTHH,2021-08-29T06:35:00+00:00,2021-08-29T06:35:00+00:00
8/29/2021,2021-08-29T05:55:00+00:00,2021-08-29T05:55:00+00:00,Malaysia Airlines,9743,MH9743,MAS9743,landed,Seeb,MCT,OOMS,NA,Doha International,DOH,OTHH,2021-08-29T06:35:00+00:00,2021-08-29T06:35:00+00:00
8/29/2021,2021-08-29T05:55:00+00:00,2021-08-29T05:55:00+00:00,JetBlue Airways,6547,B66547,JBU6547,landed,Seeb,MCT,OOMS,NA,Doha International,DOH,OTHH,2021-08-29T06:35:00+00:00,2021-08-29T06:35:00+00:00
8/29/2021,2021-08-29T05:55:00+00:00,2021-08-29T05:55:00+00:00,Qatar Airways,1149,QR1149,QTR1149,landed,Seeb,MCT,OOMS,NA,Doha International,DOH,OTHH,2021-08-29T06:35:00+00:00,2021-08-29T06:35:00+00:00
8/29/2021,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00,Delta Air Lines,536,DL536,DAL536,scheduled,Logan International,BOS,KBOS,A,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-29T09:44:00+00:00,2021-08-29T09:44:00+00:00
8/29/2021,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00,Korean Air,7102,KE7102,KAL7102,scheduled,Logan International,BOS,KBOS,A,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-29T09:44:00+00:00,2021-08-29T09:44:00+00:00
8/29/2021,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00,Aeromexico,5596,AM5596,AMX5596,scheduled,Logan International,BOS,KBOS,A,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-29T09:44:00+00:00,2021-08-29T09:44:00+00:00
8/29/2021,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00,JetBlue Airways,2773,B62773,JBU2773,scheduled,Logan International,BOS,KBOS,C,Reina Beatrix,AUA,TNCA,2021-08-29T11:51:00+00:00,2021-08-29T11:51:00+00:00
8/29/2021,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00,JetBlue Airways,1097,B61097,JBU1097,scheduled,Logan International,BOS,KBOS,C,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-29T09:50:00+00:00,2021-08-29T09:50:00+00:00
8/29/2021,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00,Hawaiian Airlines,2369,HA2369,HAL2369,scheduled,Logan International,BOS,KBOS,C,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-29T09:50:00+00:00,2021-08-29T09:50:00+00:00
8/29/2021,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00,American Airlines,9314,AA9314,AAL9314,scheduled,Logan International,BOS,KBOS,C,Hartsfield-jackson Atlanta International,ATL,KATL,2021-08-29T09:50:00+00:00,2021-08-29T09:50:00+00:00
8/29/2021,2021-08-29T07:00:00+00:00,2021-08-29T07:00:00+00:00,American Airlines,4541,AA4541,AAL4541,scheduled,Logan International,BOS,KBOS,B,Philadelphia International,PHL,KPHL,2021-08-29T08:40:00+00:00,2021-08-29T08:40:00+00:00
8/29/2021,2021-08-29T06:56:00+00:00,2021-08-29T06:56:00+00:00,American Airlines,382,AA382,AAL382,scheduled,Logan International,BOS,KBOS,B,Charlotte Douglas,CLT,KCLT,2021-08-29T09:27:00+00:00,2021-08-29T09:27:00+00:00
